"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 20 09:22:40 GMT 2024","Sat Apr 20 09:22:43 GMT 2024","2386","firefox","login.spec.ts","Login Feature","","","Login Successfully With Valid Credential",""
"passed","Sat Apr 20 09:22:33 GMT 2024","Sat Apr 20 09:22:38 GMT 2024","4766","chromium","login.spec.ts","Login Feature","","","Login Successfully With Valid Credential",""
"passed","Sat Apr 20 09:22:58 GMT 2024","Sat Apr 20 09:22:59 GMT 2024","509","Mobile Chrome","login.spec.ts","Login Feature","","","Login Successfully With Valid Credential",""
"passed","Sat Apr 20 09:23:00 GMT 2024","Sat Apr 20 09:23:01 GMT 2024","733","Mobile Chrome","ordering-product.spec.ts","Ordering product feature","","","Ordering products successfully",""
"passed","Sat Apr 20 09:22:38 GMT 2024","Sat Apr 20 09:22:39 GMT 2024","972","chromium","logout.spec.ts","Logout feature","","","Customer logout successfully",""
"passed","Sat Apr 20 09:23:18 GMT 2024","Sat Apr 20 09:23:19 GMT 2024","950","Google Chrome","logout.spec.ts","Logout feature","","","Customer logout successfully",""
"passed","Sat Apr 20 09:22:59 GMT 2024","Sat Apr 20 09:22:59 GMT 2024","210","Mobile Chrome","login.spec.ts","Login Feature","","","Login With Invalid Credential",""
"passed","Sat Apr 20 09:23:02 GMT 2024","Sat Apr 20 09:23:02 GMT 2024","361","Mobile Safari","login.spec.ts","Login Feature","","","Login With Invalid Credential",""
"passed","Sat Apr 20 09:23:19 GMT 2024","Sat Apr 20 09:23:19 GMT 2024","795","Google Chrome","ordering-product.spec.ts","Ordering product feature","","","Ordering products successfully",""
"passed","Sat Apr 20 09:22:57 GMT 2024","Sat Apr 20 09:22:58 GMT 2024","1207","webkit","ordering-product.spec.ts","Ordering product feature","","","Ordering products successfully",""
"passed","Sat Apr 20 09:22:45 GMT 2024","Sat Apr 20 09:22:46 GMT 2024","1225","firefox","ordering-product.spec.ts","Ordering product feature","","","Ordering products successfully",""
"passed","Sat Apr 20 09:22:55 GMT 2024","Sat Apr 20 09:22:55 GMT 2024","436","webkit","login.spec.ts","Login Feature","","","Login With Invalid Credential",""
"passed","Sat Apr 20 09:23:04 GMT 2024","Sat Apr 20 09:23:05 GMT 2024","1120","Mobile Safari","ordering-product.spec.ts","Ordering product feature","","","Ordering products successfully",""
"passed","Sat Apr 20 09:22:38 GMT 2024","Sat Apr 20 09:22:38 GMT 2024","220","chromium","login.spec.ts","Login Feature","","","Login With Invalid Credential",""
"passed","Sat Apr 20 09:22:47 GMT 2024","Sat Apr 20 09:22:55 GMT 2024","8279","webkit","login.spec.ts","Login Feature","","","Login Successfully With Valid Credential",""
"passed","Sat Apr 20 09:23:05 GMT 2024","Sat Apr 20 09:23:17 GMT 2024","12256","Google Chrome","login.spec.ts","Login Feature","","","Login Successfully With Valid Credential",""
"passed","Sat Apr 20 09:23:01 GMT 2024","Sat Apr 20 09:23:02 GMT 2024","1130","Mobile Safari","login.spec.ts","Login Feature","","","Login Successfully With Valid Credential",""
"passed","Sat Apr 20 09:22:43 GMT 2024","Sat Apr 20 09:22:45 GMT 2024","1307","firefox","logout.spec.ts","Logout feature","","","Customer logout successfully",""
"passed","Sat Apr 20 09:22:59 GMT 2024","Sat Apr 20 09:23:00 GMT 2024","952","Mobile Chrome","logout.spec.ts","Logout feature","","","Customer logout successfully",""
"passed","Sat Apr 20 09:22:39 GMT 2024","Sat Apr 20 09:22:40 GMT 2024","773","chromium","ordering-product.spec.ts","Ordering product feature","","","Ordering products successfully",""
"passed","Sat Apr 20 09:22:55 GMT 2024","Sat Apr 20 09:22:57 GMT 2024","1295","webkit","logout.spec.ts","Logout feature","","","Customer logout successfully",""
"passed","Sat Apr 20 09:23:02 GMT 2024","Sat Apr 20 09:23:04 GMT 2024","1186","Mobile Safari","logout.spec.ts","Logout feature","","","Customer logout successfully",""
"passed","Sat Apr 20 09:23:17 GMT 2024","Sat Apr 20 09:23:18 GMT 2024","232","Google Chrome","login.spec.ts","Login Feature","","","Login With Invalid Credential",""
"passed","Sat Apr 20 09:22:43 GMT 2024","Sat Apr 20 09:22:43 GMT 2024","433","firefox","login.spec.ts","Login Feature","","","Login With Invalid Credential",""
